"kegg","over.abundant.health.conf"
"K05349(beta-glucosidase)",0.448
"K06884(7-cyano-7-deazaguanine_reductase)",0.448
"K07032(mannosyl-3-phosphoglycerate_phosphatase)",0.448
"K07316(adenine-specific_DNA-methyltransferase)",0.448
"K07453(putative_restriction_endonuclease)",0.448
"K07775(two-component_system,_OmpR_family,_response_regulator_ResD)",0.448
"K10296(F-box_protein_10)",0.448
"K12240(pyochelin_synthetase)",0.448
"K12295(two-component_system,_AgrA_family,_response_regulator_ComE)",0.448
"K12307(MFS_transporter,_ceroid-lipofuscinosis_neuronal_protein_7)",0.448
"K12942(aminobenzoyl-glutamate_transport_protein)",0.448
"K14721()",0.448
"K00873(pyruvate_kinase)",0.446
"K01194(alpha,alpha-trehalase)",0.446
"K01373(cathepsin_F)",0.446
"K01374(cathepsin_O)",0.446
"K02819(PTS_system,_trehalose-specific_IIC_component)",0.446
"K04336(curli_production_protein)",0.446
"K09131(hypothetical_protein)",0.446
"K09229(KRAB_and_SCAN_domains-containing_zinc_finger_protein)",0.446
"K10222(2,6-dioxo-6-phenylhexa-3-enoate_hydrolase)",0.446
"K11991(tRNA-specific_adenosine_deaminase)",0.446
"K13931(malonate_decarboxylase_delta_subunit)",0.446
"K13985(N-acyl-phosphatidylethanolamine-hydrolyzing_phospholipase_D)",0.446
"K00975(glucose-1-phosphate_adenylyltransferase)",0.444
"K01040(glutaconate_CoA-transferase,_subunit_B)",0.444
"K01246(DNA-3-methyladenine_glycosylase_I)",0.444
"K01436(aminoacylase)",0.444
"K03929()",0.444
"K04496(C-terminal_binding_protein)",0.444
"K04559(huntingtin_interacting_protein_1)",0.444
"K06426(small_acid-soluble_spore_protein_I_(minor))",0.444
"K07065(mannosyl-3-phosphoglycerate_phosphatase)",0.444
"K09470(gamma-glutamylputrescine_synthase)",0.444
"K00963(UTP--glucose-1-phosphate_uridylyltransferase)",0.442
"K02231(adenosylcobinamide_kinase_/_adenosylcobinamide-phosphateguanylyltransferase)",0.442
"K02589(nitrogen_regulatory_protein_PII_1)",0.442
"K03077(L-ribulose-5-phosphate_4-epimerase)",0.442
"K03271(phosphoheptose_isomerase)",0.442
"K03813(molybdenum_transport_protein)",0.442
"K03824(putative_acetyltransferase)",0.442
"K04479(DNA_polymerase_IV_(archaeal_DinB-like_DNA_polymerase))",0.442
"K05994(bacterial_leucyl_aminopeptidase)",0.442
"K07170(GAF_domain-containing_protein)",0.442
"K07443(methylated-DNA-protein-cysteine_methyltransferase_related_protein)",0.442
"K07776(two-component_system,_OmpR_family,_response_regulator_RegX3)",0.442
"K07821(trimethylamine-N-oxide_reductase_(cytochrome_c)_2,_cytochrome_c-typesubunit_TorY)",0.442
"K10799(tankyrase)",0.442
"K11061(probable_enterotoxin_C)",0.442
"K11105(cell_volume_regulation_protein_A)",0.442
"K13661(GumC_protein)",0.442
"K14702()",0.442
"K15772()",0.442
"K00187(2-oxoisovalerate_ferredoxin_oxidoreductase,_beta_subunit)",0.44
"K01709(CDP-glucose_4,6-dehydratase)",0.44
"K02025(multiple_sugar_transport_system_permease_protein)",0.44
"K02852(UDP-N-acetyl-D-mannosaminuronic_acid_transferase)",0.44
"K02914(large_subunit_ribosomal_protein_L34)",0.44
"K06229(suppressor_of_fused)",0.44
"K09474(acid_phosphatase_(class_A))",0.44
"K09682(MarR_family_transcriptional_regulator,_protease_productionregulatory_protein_HPr)",0.44
"K10553(fructose_transport_system_permease_protein)",0.44
"K11065(thiol_peroxidase,_atypical_2-Cys_peroxiredoxin)",0.44
"K11741(quaternary_ammonium_compound-resistance_protein_SugE)",0.44
"K15475()",0.44
"K00179(indolepyruvate_ferredoxin_oxidoreductase,_alpha_subunit)",0.438
"K00253(isovaleryl-CoA_dehydrogenase)",0.438
"K03790(ribosomal-protein-alanine_N-acetyltransferase)",0.438
"K05615(solute_carrier_family_1_(glutamate/neutral_amino_acid_transporter),member_4)",0.438
"K05674(ATP-binding_cassette,_subfamily_C_(CFTR/MRP),_member_10)",0.438
"K06123(1-acylglycerone_phosphate_reductase)",0.438
"K07142(5-hydroxyisourate_hydrolase)",0.438
"K13678(monoglucosyldiacylglycerol_glycosyltransferase)",0.438
"K14707()",0.438
"K14789()",0.438
"K14823()",0.438
"K00180(indolepyruvate_ferredoxin_oxidoreductase,_beta_subunit)",0.436
"K03815(xanthosine_phosphorylase)",0.436
"K04788(mycobactin_phenyloxazoline_synthetase)",0.436
"K05886(serine_3-dehydrogenase)",0.436
"K06887(hemoglobin)",0.436
"K07010(putative_glutamine_amidotransferase)",0.436
"K07685(two-component_system,_NarL_family,_nitrate/nitrite_responseregulator_NarP)",0.436
"K13342(peroxin-5)",0.436
"K13633(AraC_family_transcriptional_regulator,_transcriptional_activatorFtrA)",0.436
"K13979(uncharacterized_zinc-type_alcohol_dehydrogenase-like_protein)",0.436
"K00763(nicotinate_phosphoribosyltransferase)",0.434
"K07283(putative_salt-induced_outer_membrane_protein)",0.434
"K12678(AIDA-I_adhesin-like_protein)",0.434
"K13035(beta-cyano-L-alanine_hydratase/nitrilase)",0.434
"K15511()",0.434
"K00658(2-oxoglutarate_dehydrogenase_E2_component_(dihydrolipoamidesuccinyltransferase))",0.432
"K00833(adenosylmethionine-8-amino-7-oxononanoate_aminotransferase)",0.432
"K02002(glycine_betaine/proline_transport_system_substrate-binding_protein)",0.432
"K04018(formate-dependent_nitrite_reductase_complex_NrfG_subunit)",0.432
"K07031(mannosyl-3-phosphoglycerate_phosphatase)",0.432
"K08139(MFS_transporter,_SP_family,_sugar:H+_symporter)",0.432
"K10216(2-hydroxymuconate-semialdehyde_hydrolase)",0.432
"K10395(kinesin_family_member_4/7/21/27)",0.432
"K11530(autoinducer_2-degrading_protein)",0.432
"K12112(evolved_beta-galactosidase_subunit_beta)",0.432
"K12148(biofilm_regulator_BssS)",0.432
"K12264(anaerobic_nitric_oxide_reductase_flavorubredoxin)",0.432
"K14083(trimethylamine_methyltransferase)",0.432
"K15505()",0.432
"K15661()",0.432
"K00428(cytochrome_c_peroxidase)",0.43
"K01654(N-acetylneuraminate_synthase)",0.43
"K01903(succinyl-CoA_synthetase_beta_subunit)",0.43
"K02100(MFS_transporter,_SP_family,_arabinose:H+_symporter)",0.43
"K02442(membrane_protein_GlpM)",0.43
"K05873(adenylate_cyclase,_class_2)",0.43
"K05973(poly(3-hydroxybutyrate)_depolymerase)",0.43
"K07465(putative_RecB_family_exonuclease)",0.43
"K12502(MPBQ/MSBQ_methyltransferase)",0.43
"K01731(pectate_disaccharide-lyase)",0.428
"K02196(heme_exporter_protein_D)",0.428
"K03154(sulfur_carrier_protein)",0.428
"K06885(7-cyano-7-deazaguanine_reductase)",0.428
"K07192(flotillin)",0.428
"K09680(type_II_pantothenate_kinase)",0.428
"K09689(capsular_polysaccharide_transport_system_ATP-binding_protein)",0.428
"K09951(CRISPR-associated_protein_Cas2)",0.428
"K10552(fructose_transport_system_substrate-binding_protein)",0.428
"K00853(L-ribulokinase)",0.426
"K03763(DNA_polymerase_III_subunit_alpha,_Gram-positive_type)",0.426
"K04093(chorismate_mutase)",0.426
"K04936(potassium_large_conductance_calcium-activated_channel_subfamily_Malpha_member_1)",0.426
"K05586(diaphorase_subunit_of_the_bidirectional_hydrogenase)",0.426
"K05812(conserved_hypothetical_protein)",0.426
"K07022(putative_glutamine_amidotransferase)",0.426
"K07138(5-hydroxyisourate_hydrolase)",0.426
"K13532(two-component_system,_sporulation_sensor_kinase_D)",0.426
"K14078(solute_carrier_family_26_(chloride_anion_exchanger),_member_3)",0.426
"K14567()",0.426
"K14980()",0.426
"K00426(cytochrome_bd-I_oxidase_subunit_II)",0.424
"K01318(glutamyl_endopeptidase)",0.424
"K02003(glycine_betaine/proline_transport_system_substrate-binding_protein)",0.424
"K03364(cell_division_cycle_20-like_protein_1,_cofactor_of_APC_complex)",0.424
"K06777(protein_tyrosine_phosphatase,_receptor_type,_D)",0.424
"K06893(ATP-dependent_Clp_protease_adaptor_protein_ClpS)",0.424
"K07717(two-component_system,_sensor_histidine_kinase_YcbA)",0.424
"K09124(hypothetical_protein)",0.424
"K14701()",0.424
"K14820()",0.424
"K00425(cytochrome_bd-I_oxidase_subunit_I)",0.422
"K01057(6-phosphogluconolactonase)",0.422
"K01796(alpha-methylacyl-CoA_racemase)",0.422
"K05305(fucokinase)",0.422
"K06149(universal_stress_protein_A)",0.422
"K06252(tenascin)",0.422
"K06670(cohesin_complex_subunit_SCC1)",0.422
"K07497(putative_transposase)",0.422
"K08100(bilirubin_oxidase)",0.422
"K11624(two-component_system,_NarL_family,_response_regulator_YdfI)",0.422
"K13006(UDP-perosamine_4-acetyltransferase)",0.422
"K01902(succinyl-CoA_synthetase_alpha_subunit)",0.42
"K02364(enterobactin_synthetase_component_F)",0.42
"K03149(thiamine_biosynthesis_ThiG)",0.42
"K05340(glucose_uptake_protein)",0.42
"K05772(putative_tungstate_transport_system_substrate-binding_protein)",0.42
"K06027(vesicle-fusing_ATPase)",0.42
"K08735(DNA_mismatch_repair_protein_MSH2)",0.42
"K10560(rhamnose_transport_system_permease_protein)",0.42
"K11332(two-component_system,_OmpR_family,_response_regulator_NblR)",0.42
"K11547(kinetochore_protein_NDC80)",0.42
"K13932(malonate_decarboxylase_beta_subunit)",0.42
"K14446(crotonyl-CoA_carboxylase/reductase)",0.42
"K00499(choline_monooxygenase)",0.418
"K01196(glycogen_debranching_enzyme)",0.418
"K01786(L-ribulose-5-phosphate_4-epimerase)",0.418
"K01904(4-coumarate--CoA_ligase)",0.418
"K02321(DNA_polymerase_alpha_subunit_B)",0.418
"K02617(phenylacetic_acid_degradation_protein)",0.418
"K10392(kinesin_family_member_1/13/14)",0.418
"K11910(type_VI_secretion_system_protein_VasJ)",0.418
"K12985((galactosyl)LPS_1,2-glucosyltransferase)",0.418
"K01712(urocanate_hydratase)",0.416
"K02004(glycine_betaine/proline_transport_system_substrate-binding_protein)",0.416
"K02371(enoyl-[acyl_carrier_protein]_reductase_II)",0.416
"K03083(glycogen_synthase_kinase_3_beta)",0.416
"K03616(electron_transport_complex_protein_RnfB)",0.416
"K05708(large_terminal_subunit_of_phenylpropionate_dioxygenase)",0.416
"K08319(putative_dehydrogenase)",0.416
"K09136(hypothetical_protein)",0.416
"K09421(myb-related_protein)",0.416
"K10219(4-carboxy-2-hydroxymuconate-6-semialdehyde_dehydrogenase)",0.416
"K10778(AraC_family_transcriptional_regulator,_regulatory_protein_ofadaptative_response_/_methylated-DNA-[protein]-cysteinemethyltransferase)",0.416
"K10841(DNA_excision_repair_protein_ERCC-6)",0.416
"K10858(DNA_mismatch_repair_protein_PMS2)",0.416
"K11681(helicase_SWR1)",0.416
"K13796(tricarballylate_dehydrogenase)",0.416
"K02472(UDP-N-acetyl-D-mannosaminuronic_acid_dehydrogenase)",0.414
"K02568(cytochrome_c-type_protein_NapB)",0.414
"K07119(N-acetylmuramic_acid_6-phosphate_etherase)",0.414
"K09691(lipopolysaccharide_transport_system_ATP-binding_protein)",0.414
"K11440(choline_dehydrogenase)",0.414
"K13101(G_patch_domain_and_KOW_motifs-containing_protein)",0.414
"K13934(phosphoribosyl-dephospho-CoA_transferase)",0.414
"K14656()",0.414
"K00742(N-acetyllactosaminide_beta-1,6-N-acetylglucosaminyltransferase)",0.412
"K01190(beta-galactosidase)",0.412
"K01191(alpha-mannosidase)",0.412
"K02335(DNA_polymerase_I)",0.412
"K02804(PTS_system,_N-acetylglucosamine-specific_IIC_component)",0.412
"K03335(inosose_dehydratase)",0.412
"K04800(replication_factor_C_large_subunit)",0.412
"K05612(solute_carrier_family_1_(neuronal/epithelial_high_affinity_glutamatetransporter,_system_Xag),_member_1)",0.412
"K05844(ribosomal_protein_S6_modification_protein)",0.412
"K06328(spore_coat_protein_E)",0.412
"K07014(putative_glutamine_amidotransferase)",0.412
"K07483(transposase)",0.412
"K07658(two-component_system,_OmpR_family,_alkaline_phosphatase_synthesisresponse_regulator_PhoP)",0.412
"K10125(two-component_system,_NtrC_family,_C4-dicarboxylate_transport_sensorhistidine_kinase_DctB)",0.412
"K11694(peptidoglycan_pentaglycine_glycine_transferase_(the_second_and_thirdglycine))",0.412
"K14064(universal_stress_protein_C)",0.412
"K14780()",0.412
"K00050(hydroxypyruvate_reductase)",0.41
"K00104(glycolate_oxidase)",0.41
"K00812(aspartate_aminotransferase)",0.41
"K01935(dethiobiotin_synthetase)",0.41
"K02341(DNA_polymerase_III_subunit_delta')",0.41
"K02849(heptosyltransferase_III)",0.41
"K03803(sigma-E_factor_negative_regulatory_protein_RseC)",0.41
"K07611(lamin_B)",0.41
"K08279(carnitine_operon_protein_CaiE)",0.41
"K08760(apolipoprotein_A-IV)",0.41
"K08803(death-associated_protein_kinase)",0.41
"K09160(hypothetical_protein)",0.41
"K11607(manganese/iron_transport_system_ATP-binding_protein)",0.41
"K11907(type_VI_secretion_system_protein_VasG)",0.41
"K12998(glucosyltransferase)",0.41
"K14696()",0.41
"K14762()",0.41
"K01468(imidazolonepropionase)",0.408
"K01484(succinylarginine_dihydrolase)",0.408
"K01617(4-oxalocrotonate_decarboxylase)",0.408
"K02338(DNA_polymerase_III_subunit_beta)",0.408
"K03041(DNA-directed_RNA_polymerase_subunit_A')",0.408
"K06106(cortactin)",0.408
"K07791(anaerobic_C4-dicarboxylate_transporter_DcuA)",0.408
"K08324(aldehyde_dehydrogenase_family_protein)",0.408
"K08354(thiosulfate_reductase_cytochrome_b_subunit)",0.408
"K08489(syntaxin_16)",0.408
"K09643(transmembrane_protease,_serine_13)",0.408
"K10394(kinesin_family_member_3/17)",0.408
"K11244(cell_wall_integrity_and_stress_response_component)",0.408
"K12245(bifunctional_glycosyltransferase_PgtA)",0.408
"K05616(solute_carrier_family_1_(neutral_amino_acid_transporter),_member_5)",0.406
"K09510(DnaJ_homolog_subfamily_B_member_4)",0.406
"K09964(hypothetical_protein)",0.406
"K13630(multiple_antibiotic_resistance_protein_MarB)",0.406
"K13638(MerR_family_transcriptional_regulator,_Zn(II)-responsive_regulatorof_zntA)",0.406
"K02068(putative_ABC_transport_system_ATP-binding_protein)",0.404
"K02485(two-component_system,_unclassified_family,_response_regulator)",0.404
"K02660(twitching_motility_protein_PilJ)",0.404
"K03459(formate_transporter)",0.404
"K06148(ATP-binding_cassette,_subfamily_C,_bacterial)",0.404
"K07334(proteic_killer_suppression_protein)",0.404
"K09181(hypothetical_protein)",0.404
"K09702(hypothetical_protein)",0.404
"K10559(rhamnose_transport_system_substrate-binding_protein)",0.404
"K13832(3-dehydroquinate_dehydratase_/_shikimate_dehydrogenase)",0.404
"K15722()",0.404
"K00836(diaminobutyrate-2-oxoglutarate_transaminase)",0.402
"K01639(N-acetylneuraminate_lyase)",0.402
"K01725(cyanate_lyase)",0.402
"K01915(glutamine_synthetase)",0.402
"K02201(pantetheine-phosphate_adenylyltransferase)",0.402
"K02404(flagellar_biosynthesis_protein_FlhF)",0.402
"K03535(MFS_transporter,_ACS_family,_glucarate_transporter)",0.402
"K04076(Lon-like_ATP-dependent_protease)",0.402
"K04801(replication_factor_C_small_subunit)",0.402
"K06084(F-box_protein_20)",0.402
"K06258(MFS_transporter,_VNT_family,_synaptic_vesicle_glycoprotein_2)",0.402
"K07053(mannosyl-3-phosphoglycerate_phosphatase)",0.402
"K07608(internexin_neuronal_intermediate_filament_protein,_alpha)",0.402
"K08194(MFS_transporter,_ACS_family,_D-galactonate_transporter)",0.402
"K08969(aminotransferase)",0.402
"K00769(xanthine_phosphoribosyltransferase)",0.4
"K02483(two-component_system,_OmpR_family,_response_regulator)",0.4
"K03380(phenol_2-monooxygenase)",0.4
"K04335(minor_curlin_subunit)",0.4
"K04337(curli_production_assembly/transport_component_CsgE)",0.4
"K04338(curli_production_assembly/transport_component_CsgF)",0.4
"K05394(atrazine_chlorohydrolase)",0.4
"K05887(quinate/shikimate_dehydrogenase)",0.4
"K05937(hypothetical_protein)",0.4
"K05997(Fe-S_cluster_assembly_protein_SufA)",0.4
"K06905(MFS_transporter,_UMF1_family)",0.4
"K07782(LuxR_family_transcriptional_regulator)",0.4
"K09794(hypothetical_protein)",0.4
"K11068(hemolysin_III)",0.4
"K12574(ribonuclease_J)",0.4
"K12811(ATP-dependent_RNA_helicase_DDX46/PRP5)",0.4
"K13541(cobalamin_biosynthesis_protein_CbiG_/_precorrin-3BC17-methyltransferase)",0.4
"K13620(putative_colanic_acid_polymerase)",0.4
"K00906(isocitrate_dehydrogenase_kinase/phosphatase)",0.398
"K03136(transcription_initiation_factor_TFIIE_alpha_subunit)",0.398
"K04884(potassium_voltage-gated_channel_Shaker-related_subfamily_A,_betamember_3)",0.398
"K05684(ATP-binding_cassette,_subfamily_G_(WHITE),_member_8_(sterolin_2))",0.398
"K05773(putative_tungstate_transport_system_permease_protein)",0.398
"K05921(5-oxopent-3-ene-1,2,5-tricarboxylate_decarboxylase_/2-hydroxyhepta-2,4-diene-1,7-dioate_isomerase)",0.398
"K07358(type_1_fimbriae_regulatory_protein_FimE)",0.398
"K07445(putative_DNA_methylase)",0.398
"K07523(netrin-G1_ligand)",0.398
"K07644(two-component_system,_OmpR_family,_heavy_metal_sensor_histidinekinase_CusS)",0.398
"K10779(transcriptional_regulator_ATRX)",0.398
"K11150(retinol_dehydrogenase_8)",0.398
"K00244(fumarate_reductase_flavoprotein_subunit)",0.396
"K01432(arylformamidase)",0.396
"K01835(phosphoglucomutase)",0.396
"K02439(thiosulfate_sulfurtransferase)",0.396
"K02573(ferredoxin-type_protein_NapG)",0.396
"K02613(phenylacetic_acid_degradation_NADH_oxidoreductase)",0.396
"K05709(small_terminal_subunit_of_phenylpropionate_dioxygenase)",0.396
"K06049(magnesium_chelatase_accessory_protein)",0.396
"K06665(glucose_repression_mediator_protein)",0.396
"K07002(putative_drug_exporter_of_the_RND_superfamily)",0.396
"K07404(6-phosphogluconolactonase)",0.396
"K08224(MFS_transporter,_YNFM_family,_putative_membrane_transport_protein)",0.396
"K08325(NADP-dependent_alcohol_dehydrogenase)",0.396
"K09138(hypothetical_protein)",0.396
"K09807(hypothetical_protein)",0.396
"K10715(two-component_system,_sensor_histidine_kinase_RpfC)",0.396
"K13894(microcin_C_transport_system_permease_protein)",0.396
"K13918(glucarate_dehydratase-related_protein)",0.396
"K14575()",0.396
"K14592()",0.396
"K01727(hyaluronate_lyase)",0.394
"K02529(LacI_family_transcriptional_regulator)",0.394
"K02674(type_IV_pilus_assembly_protein_PilY1)",0.394
"K03294(basic_amino_acid/polyamine_antiporter,_APA_family)",0.394
"K04744(LPS-assembly_protein)",0.394
"K07223(putative_iron-dependent_peroxidase)",0.394
"K09001(anhydro-N-acetylmuramic_acid_kinase)",0.394
"K09126(hypothetical_protein)",0.394
"K09475(outer_membrane_pore_protein_C)",0.394
"K09978(hypothetical_protein)",0.394
"K10413(dynein_heavy_chain_1,_cytosolic)",0.394
"K11914(sigma-54_dependent_transcriptional_regulator)",0.394
"K12267(peptide_methionine_sulfoxide_reductase_msrA/msrB)",0.394
"K12990(rhamnosyltransferase)",0.394
"K13169(splicing_factor,_arginine/serine-rich_17)",0.394
"K14307(nucleoporin_p58/p45)",0.394
"K00114(alcohol_dehydrogenase_(cytochrome_c))",0.392
"K00156(pyruvate_dehydrogenase_(quinone))",0.392
"K00850(6-phosphofructokinase)",0.392
"K01066(esterase_/_lipase)",0.392
"K03091(RNA_polymerase_sporulation-specific_sigma_factor)",0.392
"K04064(osmotically_inducible_lipoprotein_OsmE)",0.392
"K06189(magnesium_and_cobalt_transporter)",0.392
"K07645(two-component_system,_OmpR_family,_sensor_histidine_kinase_QseC)",0.392
"K07686(two-component_system,_NarL_family,_uhpT_operon_response_regulatorUhpA)",0.392
"K08234(glyoxylase_I_family_protein)",0.392
"K10026(queuosine_biosynthesis_protein_QueE)",0.392
"K10557(AI-2_transport_system_permease_protein)",0.392
"K00892(inosine_kinase)",0.39
"K00968(choline-phosphate_cytidylyltransferase)",0.39
"K01274(D-alanyl-D-alanine_dipeptidase)",0.39
"K02001(glycine_betaine/proline_transport_system_permease_protein)",0.39
"K02824(uracil_permease)",0.39
"K04039(light-independent_protochlorophyllide_reductase_subunit_B)",0.39
"K04774(serine_protease_SohB)",0.39
"K06617(raffinose_synthase)",0.39
"K06867(autonomous_glycyl_radical_cofactor)",0.39
"K07175(PhoH-like_ATPase)",0.39
"K07254(hypothetical_protein)",0.39
"K11626(putative_sodium/glutamine_symporter)",0.39
"K11695(peptidoglycan_pentaglycine_glycine_transferase_(the_fourth_and_fifthglycine))",0.39
"K12239(dihydroaeruginoic_acid_synthetase)",0.39
"K12269(accessory_secretory_protein_Asp2)",0.39
"K15036()",0.39
"K00040(fructuronate_reductase)",0.388
"K00284(glutamate_synthase_(ferredoxin))",0.388
"K00613(glycine_amidinotransferase)",0.388
"K00670(peptide_alpha-N-acetyltransferase)",0.388
"K01535(H+-transporting_ATPase)",0.388
"K02636(cytochrome_b6-f_complex_iron-sulfur_subunit)",0.388
"K03540(ribonuclease_P_subunit_RPR2)",0.388
"K04033(AraC_family_transcriptional_regulator,_ethanolamine_operontranscriptional_activator)",0.388
"K04763(integrase/recombinase_XerD)",0.388
"K00059(3-oxoacyl-[acyl-carrier_protein]_reductase)",0.386
"K00380(sulfite_reductase_(NADPH)_flavoprotein_alpha-component)",0.386
"K01685(altronate_hydrolase)",0.386
"K03276(UDP-glucose/galactose:(glucosyl)LPSalpha-1,2-glucosyl/galactosyltransferase)",0.386
