kegg,level_1,level_2
K01338,Cellular Processes,Cell growth and death
K02683,Genetic Information Processing,Replication and repair
K02682,NA,NA
K02681,NA,NA
K02680,NA,NA
K02687,NA,NA
K02686,Genetic Information Processing,Replication and repair
K02685,Metabolism,Nucleotide metabolism
K02684,Metabolism,Nucleotide metabolism
K02688,NA,NA
K00825,Metabolism,Overview
K00824,Metabolism,Amino acid metabolism
K00827,Metabolism,Amino acid metabolism
K00826,Metabolism,Overview
K00821,Metabolism,Overview
K00820,Metabolism,Carbohydrate metabolism
K00823,Metabolism,Carbohydrate metabolism
K00822,Metabolism,Carbohydrate metabolism
K00829,NA,NA
K08315,NA,NA
K01488,Metabolism,Nucleotide metabolism
K01489,Metabolism,Nucleotide metabolism
K04306,Environmental Information Processing,Signaling molecules and interaction
K04307,Environmental Information Processing,Signaling molecules and interaction
K04308,NA,NA
K04309,NA,NA
K01486,Metabolism,Nucleotide metabolism
K03294,NA,NA
K01480,Metabolism,Amino acid metabolism
K01482,NA,NA
K01483,Metabolism,Nucleotide metabolism
K14487,Environmental Information Processing,Signal transduction
K14485,Environmental Information Processing,Signal transduction
K05309,Metabolism,Lipid metabolism
K02468,NA,NA
K02467,NA,NA
K02466,NA,NA
K02465,Environmental Information Processing,Membrane transport
K02464,Environmental Information Processing,Membrane transport
K02463,NA,NA
K05302,NA,NA
K02461,Environmental Information Processing,Membrane transport
K02460,Environmental Information Processing,Membrane transport
K03077,Metabolism,Carbohydrate metabolism
K08969,Metabolism,Amino acid metabolism
K13061,Metabolism,Amino acid metabolism
K13060,Metabolism,Amino acid metabolism
K13067,Metabolism,Biosynthesis of other secondary metabolites
K13066,Metabolism,Biosynthesis of other secondary metabolites
K13069,NA,NA
K04368,Environmental Information Processing,Signal transduction
K08964,Metabolism,Amino acid metabolism
K11651,NA,NA
K03079,Metabolism,Carbohydrate metabolism
K11653,NA,NA
K08960,Environmental Information Processing,Signal transduction
K08961,NA,NA
K14640,NA,NA
K08963,Metabolism,Amino acid metabolism
K14642,Metabolism,Nucleotide metabolism
K14643,NA,NA
K13289,Cellular Processes,Transport and catabolism
K13288,Genetic Information Processing,Translation
K13285,Human Diseases,Infectious diseases
K13284,Human Diseases,Infectious diseases
K13287,Human Diseases,Infectious diseases
K13281,NA,NA
K13280,Genetic Information Processing,"Folding, sorting and degradation"
K13283,NA,NA
K14645,NA,NA
K00726,Metabolism,Glycan biosynthesis and metabolism
K04364,Environmental Information Processing,Signal transduction
K00727,Metabolism,Glycan biosynthesis and metabolism
K00725,Metabolism,Glycan biosynthesis and metabolism
K05368,Metabolism,Metabolism of cofactors and vitamins
K00722,Metabolism,Glycan biosynthesis and metabolism
K03228,Environmental Information Processing,Membrane transport
K03229,Environmental Information Processing,Membrane transport
K00720,Metabolism,Lipid metabolism
K03222,Environmental Information Processing,Membrane transport
K03223,Environmental Information Processing,Membrane transport
K03220,NA,NA
K03221,Environmental Information Processing,Membrane transport
K03226,Environmental Information Processing,Membrane transport
K03227,Environmental Information Processing,Membrane transport
K03224,Environmental Information Processing,Membrane transport
K03225,Environmental Information Processing,Membrane transport
K09485,Genetic Information Processing,"Folding, sorting and degradation"
K09486,Genetic Information Processing,"Folding, sorting and degradation"
K09487,Genetic Information Processing,"Folding, sorting and degradation"
K09481,Genetic Information Processing,"Folding, sorting and degradation"
K09482,Genetic Information Processing,Translation
K09483,Metabolism,Amino acid metabolism
K09488,NA,NA
K09489,Organismal Systems,Immune system
K12880,Genetic Information Processing,Transcription
K12881,Genetic Information Processing,Transcription
K12882,Genetic Information Processing,Transcription
K12883,Genetic Information Processing,Transcription
K12228,NA,NA
K12885,Genetic Information Processing,Transcription
K12886,Genetic Information Processing,Transcription
K12887,Genetic Information Processing,Transcription
K12888,Genetic Information Processing,Transcription
K12226,NA,NA
K12227,NA,NA
K05363,Metabolism,Glycan biosynthesis and metabolism
K08681,Metabolism,Metabolism of cofactors and vitamins
K08680,Metabolism,Metabolism of cofactors and vitamins
K08683,Metabolism,Amino acid metabolism
K08682,Metabolism,Metabolism of cofactors and vitamins
K11759,NA,NA
K11758,NA,NA
K08687,Metabolism,Amino acid metabolism
K13282,NA,NA
K11755,Metabolism,Overview
K11754,Metabolism,Metabolism of cofactors and vitamins
K11757,NA,NA
K11756,NA,NA
K11751,Metabolism,Nucleotide metabolism
K11750,NA,NA
K11753,Metabolism,Metabolism of cofactors and vitamins
K11752,Metabolism,Metabolism of cofactors and vitamins
K05367,Metabolism,Glycan biosynthesis and metabolism
K13939,Metabolism,Metabolism of cofactors and vitamins
K13938,Metabolism,Metabolism of cofactors and vitamins
K13937,Metabolism,Overview
K13936,NA,NA
K13935,NA,NA
K13934,NA,NA
K13933,NA,NA
K13932,NA,NA
K13931,NA,NA
K13930,NA,NA
K06768,NA,NA
K06764,NA,NA
K06765,Organismal Systems,Development
K06766,Environmental Information Processing,Signaling molecules and interaction
K06767,NA,NA
K06760,Environmental Information Processing,Signaling molecules and interaction
K06761,NA,NA
K06762,NA,NA
K06763,NA,NA
K12080,NA,NA
K12081,NA,NA
K06641,Cellular Processes,Cell growth and death
K11578,NA,NA
K06640,Genetic Information Processing,Replication and repair
K06131,Metabolism,Lipid metabolism
K11573,NA,NA
K11575,NA,NA
K11574,NA,NA
K06646,Cellular Processes,Cell growth and death
K09613,NA,NA
K09612,NA,NA
K04946,NA,NA
K04947,NA,NA
K04945,Organismal Systems,Endocrine system
K04940,NA,NA
K04948,Environmental Information Processing,Signal transduction
K04949,Environmental Information Processing,Signal transduction
K04532,Human Diseases,Neurodegenerative diseases
K14020,Genetic Information Processing,"Folding, sorting and degradation"
K10481,NA,NA
K07209,Environmental Information Processing,Signal transduction
K13043,NA,NA
K11285,NA,NA
K11281,NA,NA
K13042,Metabolism,Amino acid metabolism
K07147,NA,NA
K07146,NA,NA
K07145,NA,NA
K07144,Metabolism,Energy metabolism
K07142,NA,NA
K07141,NA,NA
K07140,NA,NA
K10626,NA,NA
K10627,NA,NA
K10624,NA,NA
K10625,NA,NA
K10623,Metabolism,Overview
K10620,Metabolism,Overview
K10621,Metabolism,Overview
K13047,NA,NA
K10159,Environmental Information Processing,Signal transduction
K10628,Environmental Information Processing,Signal transduction
K10629,NA,NA
K01817,Metabolism,Overview
K01816,Metabolism,Carbohydrate metabolism
K01815,Metabolism,Carbohydrate metabolism
K01814,Metabolism,Overview
K01813,Metabolism,Carbohydrate metabolism
K01812,Metabolism,Carbohydrate metabolism
K01811,NA,NA
K01810,Metabolism,Overview
K13044,NA,NA
K01819,Metabolism,Carbohydrate metabolism
K01818,Metabolism,Carbohydrate metabolism
K15508,NA,NA
K15509,NA,NA
K15059,Metabolism,Xenobiotics biodegradation and metabolism
K15504,NA,NA
K15505,NA,NA
K15054,Metabolism,Xenobiotics biodegradation and metabolism
K15507,NA,NA
K15052,Metabolism,Overview
K15053,Cellular Processes,Transport and catabolism
K15050,NA,NA
K15051,NA,NA
K05295,Metabolism,Lipid metabolism
K09311,NA,NA
K09313,NA,NA
K08304,NA,NA
K08305,NA,NA
K08306,NA,NA
K08307,NA,NA
K08300,Genetic Information Processing,"Folding, sorting and degradation"
K08301,NA,NA
K08302,Metabolism,Carbohydrate metabolism
K08303,Human Diseases,Infectious diseases
K08308,NA,NA
K08309,NA,NA
K07191,Environmental Information Processing,Signal transduction
K14679,NA,NA
K04409,Environmental Information Processing,Signal transduction
K14674,Metabolism,Lipid metabolism
K14677,Metabolism,Overview
K14676,Metabolism,Lipid metabolism
K14670,NA,NA
K14673,NA,NA
K14672,NA,NA
K01673,Metabolism,Energy metabolism
K01672,Metabolism,Energy metabolism
K01671,NA,NA
K01677,Metabolism,Overview
K01676,Metabolism,Overview
K01674,Metabolism,Energy metabolism
K01679,Metabolism,Overview
K01678,Metabolism,Overview
K05296,Metabolism,Lipid metabolism
K02898,Genetic Information Processing,Translation
K02899,Genetic Information Processing,Translation
K02896,Genetic Information Processing,Translation
K02897,Genetic Information Processing,Translation
K02894,Genetic Information Processing,Translation
K02895,Genetic Information Processing,Translation
K02892,Genetic Information Processing,Translation
K02893,Genetic Information Processing,Translation
K02890,Genetic Information Processing,Translation
K02891,Genetic Information Processing,Translation
K14018,Genetic Information Processing,"Folding, sorting and degradation"
K14013,Genetic Information Processing,"Folding, sorting and degradation"
K14012,Genetic Information Processing,"Folding, sorting and degradation"
K14015,Genetic Information Processing,"Folding, sorting and degradation"
K14016,Genetic Information Processing,"Folding, sorting and degradation"
K02090,Organismal Systems,Development
K02091,Environmental Information Processing,Signal transduction
K02099,NA,NA
K01232,Metabolism,Carbohydrate metabolism
K03411,Cellular Processes,Cell motility
K03410,Cellular Processes,Cell motility
K03413,Environmental Information Processing,Signal transduction
K03412,Environmental Information Processing,Signal transduction
K03415,Environmental Information Processing,Signal transduction
K03414,Cellular Processes,Cell motility
K03417,Metabolism,Carbohydrate metabolism
K03418,Metabolism,Carbohydrate metabolism
K05293,Metabolism,Glycan biosynthesis and metabolism
K02320,Metabolism,Nucleotide metabolism
K02321,Metabolism,Nucleotide metabolism
K02322,Metabolism,Nucleotide metabolism
K02323,Metabolism,Nucleotide metabolism
K02324,Metabolism,Nucleotide metabolism
K02325,Metabolism,Nucleotide metabolism
K02326,Metabolism,Nucleotide metabolism
K02327,Metabolism,Nucleotide metabolism
K02328,Metabolism,Nucleotide metabolism
K13544,Metabolism,Metabolism of cofactors and vitamins
K13542,Metabolism,Metabolism of cofactors and vitamins
K13543,Metabolism,Metabolism of cofactors and vitamins
K13540,Metabolism,Metabolism of cofactors and vitamins
K13541,Metabolism,Metabolism of cofactors and vitamins
K12145,NA,NA
K12144,NA,NA
K12147,NA,NA
K12410,NA,NA
K12141,NA,NA
K12140,NA,NA
K12143,NA,NA
K12414,Cellular Processes,Cell growth and death
K12149,NA,NA
K12148,NA,NA
K07312,NA,NA
K07313,NA,NA
K07310,Metabolism,Metabolism of other amino acids
K07311,NA,NA
K07316,NA,NA
K07317,NA,NA
K07314,NA,NA
K07315,NA,NA
K07318,NA,NA
K07319,NA,NA
K01231,Metabolism,Glycan biosynthesis and metabolism
K03936,Metabolism,Energy metabolism
K05736,Environmental Information Processing,Signal transduction
K03934,Metabolism,Energy metabolism
K03935,Metabolism,Energy metabolism
K05734,Environmental Information Processing,Signal transduction
K03932,NA,NA
K03933,NA,NA
K03930,NA,NA
K03204,Environmental Information Processing,Membrane transport
K03757,NA,NA
K03754,Genetic Information Processing,Translation
K11140,Metabolism,Metabolism of other amino acids
K11141,Organismal Systems,Endocrine system
K11142,Metabolism,Amino acid metabolism
K11143,Human Diseases,Neurodegenerative diseases
K11144,NA,NA
K11145,NA,NA
K11146,Metabolism,Metabolism of cofactors and vitamins
K11147,Metabolism,Metabolism of cofactors and vitamins
K11149,Metabolism,Metabolism of cofactors and vitamins
K05979,Metabolism,Energy metabolism
K03201,Environmental Information Processing,Membrane transport
K00331,Metabolism,Energy metabolism
K00330,Metabolism,Energy metabolism
K00333,Metabolism,Energy metabolism
K00332,Metabolism,Energy metabolism
K00335,Metabolism,Energy metabolism
K00334,Metabolism,Energy metabolism
K00337,Metabolism,Energy metabolism
K00336,Metabolism,Energy metabolism
K00339,Metabolism,Energy metabolism
K00338,Metabolism,Energy metabolism
K15586,Environmental Information Processing,Membrane transport
K06405,NA,NA
K06404,NA,NA
K06951,NA,NA
K15587,Environmental Information Processing,Membrane transport
K10819,NA,NA
K06956,NA,NA
K06403,NA,NA
K06402,NA,NA
K10815,Metabolism,Metabolism of other amino acids
K10362,NA,NA
K10817,Metabolism,Metabolism of terpenoids and polyketides
K10816,Metabolism,Metabolism of other amino acids
K06409,NA,NA
K06408,NA,NA
K10365,Cellular Processes,Transport and catabolism
K10364,Cellular Processes,Transport and catabolism
K09129,NA,NA
K09128,NA,NA
K01899,Metabolism,Overview
K09123,NA,NA
K09122,NA,NA
K09121,NA,NA
K09127,NA,NA
K09126,NA,NA
K09125,NA,NA
K09124,NA,NA
K01233,Metabolism,Carbohydrate metabolism
K05819,NA,NA
K05818,NA,NA
K01896,Metabolism,Carbohydrate metabolism
K05813,Environmental Information Processing,Membrane transport
K05812,NA,NA
K05811,NA,NA
K05810,NA,NA
K05817,NA,NA
K05816,Environmental Information Processing,Membrane transport
K05815,Environmental Information Processing,Membrane transport
K05814,Environmental Information Processing,Membrane transport
K01230,Metabolism,Glycan biosynthesis and metabolism
K04601,NA,NA
K01236,Metabolism,Carbohydrate metabolism
K01890,Genetic Information Processing,Translation
K14983,Environmental Information Processing,Signal transduction
K04424,Environmental Information Processing,Signal transduction
K01147,NA,NA
K01410,NA,NA
K01141,Genetic Information Processing,Replication and repair
K04420,Environmental Information Processing,Signal transduction
K06823,Organismal Systems,Digestive system
K04417,NA,NA
K04423,Environmental Information Processing,Signal transduction
K09834,Metabolism,Metabolism of cofactors and vitamins
K01142,Genetic Information Processing,Replication and repair
K06821,Organismal Systems,Development
K06126,Metabolism,Metabolism of cofactors and vitamins
K01318,NA,NA
K06351,NA,NA
K01317,NA,NA
K00709,Metabolism,Glycan biosynthesis and metabolism
K01312,Environmental Information Processing,Signaling molecules and interaction
K06826,NA,NA
K14988,Environmental Information Processing,Signal transduction
K02669,NA,NA
K02668,Environmental Information Processing,Signal transduction
K02665,NA,NA
K02664,NA,NA
K02667,Environmental Information Processing,Signal transduction
K02666,NA,NA
K02660,Environmental Information Processing,Signal transduction
K02663,NA,NA
K02662,NA,NA
K10925,Human Diseases,Infectious diseases
K00809,NA,NA
K00808,Metabolism,Biosynthesis of other secondary metabolites
K00806,Metabolism,Metabolism of terpenoids and polyketides
K00805,Metabolism,Metabolism of terpenoids and polyketides
K00804,Metabolism,Metabolism of terpenoids and polyketides
K00803,Metabolism,Lipid metabolism
K00802,Metabolism,Amino acid metabolism
K00801,Metabolism,Lipid metabolism
K00800,Metabolism,Overview
K10926,Human Diseases,Infectious diseases
K06359,NA,NA
K09189,Metabolism,Amino acid metabolism
K09838,Metabolism,Metabolism of terpenoids and polyketides
K04498,Environmental Information Processing,Signal transduction
K04499,Environmental Information Processing,Signal transduction
K15267,NA,NA
K15261,NA,NA
K15260,NA,NA
K15263,NA,NA
K15262,NA,NA
K04360,Environmental Information Processing,Signal transduction
K04361,Environmental Information Processing,Signal transduction
K04494,Environmental Information Processing,Signal transduction
K04367,Environmental Information Processing,Signal transduction
K04496,Environmental Information Processing,Signal transduction
K04365,Environmental Information Processing,Signal transduction
K02409,Cellular Processes,Cell motility
K02408,Cellular Processes,Cell motility
K02401,Cellular Processes,Cell motility
K02400,Cellular Processes,Cell motility
K02403,Environmental Information Processing,Signal transduction
K05362,Metabolism,Glycan biosynthesis and metabolism
K05365,Metabolism,Glycan biosynthesis and metabolism
K05364,Metabolism,Glycan biosynthesis and metabolism
K02407,Cellular Processes,Cell motility
K02406,Environmental Information Processing,Signal transduction
K10746,Genetic Information Processing,Replication and repair
K13049,NA,NA
K13048,NA,NA
K13738,Human Diseases,Infectious diseases
K13735,Human Diseases,Infectious diseases
K13734,Human Diseases,Infectious diseases
K13737,Human Diseases,Infectious diseases
K13040,Environmental Information Processing,Signal transduction
K13731,Human Diseases,Infectious diseases
K13730,Human Diseases,Infectious diseases
K13733,Human Diseases,Infectious diseases
K13732,Human Diseases,Infectious diseases
K04517,Metabolism,Overview
K10369,NA,NA
K03756,NA,NA
K03205,Environmental Information Processing,Membrane transport
K03206,NA,NA
K03207,NA,NA
K03200,Environmental Information Processing,Membrane transport
K03753,NA,NA
K03750,NA,NA
K03203,Environmental Information Processing,Membrane transport
K03208,NA,NA
K03758,NA,NA
K03759,NA,NA
K09469,NA,NA
K09466,NA,NA
K09462,NA,NA
K09461,Metabolism,Xenobiotics biodegradation and metabolism
K10695,NA,NA
K13959,NA,NA
K13958,NA,NA
K13951,Metabolism,Carbohydrate metabolism
K13950,Metabolism,Metabolism of cofactors and vitamins
K13953,Metabolism,Overview
K13955,NA,NA
K13954,Metabolism,Overview
K13957,NA,NA
K13956,NA,NA
K05994,NA,NA
K07306,Metabolism,Energy metabolism
K10699,Genetic Information Processing,"Folding, sorting and degradation"
K10698,Genetic Information Processing,"Folding, sorting and degradation"
K04961,Environmental Information Processing,Signal transduction
